Site ID,M36/0473
"M36/0473","187481503","09-Nov 2017 09:30am","Total Coliforms","<1.00","number/100mL"
"M36/0473","187481503","09-Nov 2017 09:30am","Water Temperature (Field)","14.5","C"
"M36/0473","167331609","01-Nov 2016 13:30pm","Alkalinity, Total","52.0","g/m3 as CaCO3"
"M36/0473","167331609","01-Nov 2016 13:30pm","Ammoniacal Nitrogen","<0.010","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Bicarbonate","63.000","mg/L  at 25°C"
"M36/0473","167331609","01-Nov 2016 13:30pm","Calcium, Dissolved","12.200","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Chloride","6.100","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Conductivity","12.9","mS/m"
"M36/0473","167331609","01-Nov 2016 13:30pm","Conductivity (Field)","12.60","mS/m"
"M36/0473","167331609","01-Nov 2016 13:30pm","Difference in Ion Balance","0.330","%"
"M36/0473","167331609","01-Nov 2016 13:30pm","Dissolved Oxygen","4.100","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Dissolved Oxygen Saturation","40.100","%"
"M36/0473","167331609","01-Nov 2016 13:30pm","Dissolved Reactive Phosphorus","0.0136","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","E. coli","<1","MPN/100mL"
"M36/0473","167331609","01-Nov 2016 13:30pm","Hardness, Total","46.000","g/m3 as CaCO3"
"M36/0473","167331609","01-Nov 2016 13:30pm","Iron, Dissolved","<0.020","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Magnesium, Dissolved","3.700","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Manganese, Dissolved","<0.0005","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Nitrate Nitrogen","0.500","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Oxidation Reduction Potential","144.300","mV"
"M36/0473","167331609","01-Nov 2016 13:30pm","pH","7.8",""
"M36/0473","167331609","01-Nov 2016 13:30pm","pH (Field)","7.57",""
"M36/0473","167331609","01-Nov 2016 13:30pm","Potassium, Dissolved","0.920","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Silica, Reactive","19.400","mg/L  as SiO2"
"M36/0473","167331609","01-Nov 2016 13:30pm","Sodium, Dissolved","8.700","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Sulphate","2.800","mg/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Sum of anions","1.310","meq/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Sum of cations","1.320","meq/L"
"M36/0473","167331609","01-Nov 2016 13:30pm","Total Coliforms","<1.00","number/100mL"
"M36/0473","167331609","01-Nov 2016 13:30pm","Water Temperature (Field)","13.9","C"
"M36/0473","148923202","15-Oct 2015 09:55am","Alkalinity, Total","53.0","g/m3 as CaCO3"
"M36/0473","148923202","15-Oct 2015 09:55am","Ammoniacal Nitrogen","<0.010","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Bicarbonate","64.000","mg/L  at 25°C"
"M36/0473","148923202","15-Oct 2015 09:55am","Calcium, Dissolved","11.900","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Chloride","5.400","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Conductivity","12.8","mS/m"
"M36/0473","148923202","15-Oct 2015 09:55am","Conductivity (Field)","12.60","mS/m"
"M36/0473","148923202","15-Oct 2015 09:55am","Difference in Ion Balance","0.710","%"
"M36/0473","148923202","15-Oct 2015 09:55am","Dissolved Oxygen","2.490","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Dissolved Oxygen Saturation","23.500","%"
"M36/0473","148923202","15-Oct 2015 09:55am","Dissolved Reactive Phosphorus","0.0119","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","E. coli","<1","MPN/100mL"
"M36/0473","148923202","15-Oct 2015 09:55am","Hardness, Total","44.000","g/m3 as CaCO3"
"M36/0473","148923202","15-Oct 2015 09:55am","Iron, Dissolved","<0.020","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Magnesium, Dissolved","3.500","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Manganese, Dissolved","<0.0005","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Nitrate Nitrogen","0.510","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","pH","7.8",""
"M36/0473","148923202","15-Oct 2015 09:55am","pH (Field)","7.39",""
"M36/0473","148923202","15-Oct 2015 09:55am","Potassium, Dissolved","0.890","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Silica, Reactive","19.300","mg/L  as SiO2"
"M36/0473","148923202","15-Oct 2015 09:55am","Sodium, Dissolved","8.600","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Sulphate","2.400","mg/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Sum of anions","1.290","meq/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Sum of cations","1.280","meq/L"
"M36/0473","148923202","15-Oct 2015 09:55am","Total Coliforms","<1.00","number/100mL"
"M36/0473","148923202","15-Oct 2015 09:55am","Water Temperature (Field)","12.7","C"
"M36/0473","134169705","21-Oct 2014 14:00pm","Alkalinity, Total","54.0","g/m3 as CaCO3"
"M36/0473","134169705","21-Oct 2014 14:00pm","Ammoniacal Nitrogen","<0.010","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Bicarbonate","66.000","mg/L  at 25°C"
"M36/0473","134169705","21-Oct 2014 14:00pm","Calcium, Dissolved","12.100","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Chloride","5.700","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Conductivity","12.7","mS/m"
"M36/0473","134169705","21-Oct 2014 14:00pm","Conductivity (Field)","12.70","mS/m"
"M36/0473","134169705","21-Oct 2014 14:00pm","Difference in Ion Balance","0.180","%"
"M36/0473","134169705","21-Oct 2014 14:00pm","Dissolved Oxygen","5.700","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Dissolved Oxygen Saturation","55.000","%"
"M36/0473","134169705","21-Oct 2014 14:00pm","Dissolved Reactive Phosphorus","0.0135","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","E. coli","<1","MPN/100mL"
"M36/0473","134169705","21-Oct 2014 14:00pm","Hardness, Total","44.000","g/m3 as CaCO3"
"M36/0473","134169705","21-Oct 2014 14:00pm","Iron, Dissolved","<0.020","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Magnesium, Dissolved","3.400","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Manganese, Dissolved","<0.0005","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Nitrate Nitrogen","0.520","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","pH","7.7",""
"M36/0473","134169705","21-Oct 2014 14:00pm","pH (Field)","7.50",""
"M36/0473","134169705","21-Oct 2014 14:00pm","Potassium, Dissolved","0.870","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Silica, Reactive","19.800","mg/L  as SiO2"
"M36/0473","134169705","21-Oct 2014 14:00pm","Sodium, Dissolved","10.200","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Sulphate","2.800","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Sum of anions","1.340","meq/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Sum of cations","1.350","meq/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Total Coliforms","<1.00","number/100mL"
"M36/0473","134169705","21-Oct 2014 14:00pm","Total Dissolved Phosphorus","0.012","mg/L"
"M36/0473","134169705","21-Oct 2014 14:00pm","Total Dissolved Phosphorus Digestion","*",""
"M36/0473","134169705","21-Oct 2014 14:00pm","Water Temperature (Field)","13.1","C"
"M36/0473","120436703","18-Nov 2013 11:45am","Alkalinity, Total","52.0","g/m3 as CaCO3"
"M36/0473","120436703","18-Nov 2013 11:45am","Ammoniacal Nitrogen","0.011","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Bicarbonate","63.000","mg/L  at 25°C"
"M36/0473","120436703","18-Nov 2013 11:45am","Calcium, Dissolved","12.500","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Chloride","5.500","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Conductivity","12.3","mS/m"
"M36/0473","120436703","18-Nov 2013 11:45am","Conductivity (Field)","12.30","mS/m"
"M36/0473","120436703","18-Nov 2013 11:45am","Difference in Ion Balance","2.100","%"
"M36/0473","120436703","18-Nov 2013 11:45am","Dissolved Oxygen","4.000","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Dissolved Oxygen Saturation","38.000","%"
"M36/0473","120436703","18-Nov 2013 11:45am","E. coli","<1","MPN/100mL"
"M36/0473","120436703","18-Nov 2013 11:45am","Hardness, Total","46.000","g/m3 as CaCO3"
"M36/0473","120436703","18-Nov 2013 11:45am","Iron, Dissolved","<0.020","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Magnesium, Dissolved","3.500","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Manganese, Dissolved","<0.0005","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Nitrate Nitrogen","0.480","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","pH","7.6",""
"M36/0473","120436703","18-Nov 2013 11:45am","pH (Field)","7.50",""
"M36/0473","120436703","18-Nov 2013 11:45am","Potassium, Dissolved","0.940","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Silica, Reactive","19.100","mg/L  as SiO2"
"M36/0473","120436703","18-Nov 2013 11:45am","Sodium, Dissolved","8.900","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Sulphate","2.200","mg/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Sum of anions","1.270","meq/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Sum of cations","1.320","meq/L"
"M36/0473","120436703","18-Nov 2013 11:45am","Total Coliforms","<1.00","number/100mL"
"M36/0473","120436703","18-Nov 2013 11:45am","Water Temperature (Field)","13.0","C"
"M36/0473","1204423","11-Oct 2012 14:45pm","Alkalinity to pH 4.5 as HCO3","66.000","mg/L  as HCO3"
"M36/0473","1204423","11-Oct 2012 14:45pm","Ammoniacal Nitrogen","0.009","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Boron, Dissolved","0.024","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Cadmium, Dissolved","<0.00005","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Calcium, Dissolved","12.210","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Chloride","5.600","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Conductivity","12.0","mS/m"
"M36/0473","1204423","11-Oct 2012 14:45pm","Conductivity (Field)","12.70","mS/m"
"M36/0473","1204423","11-Oct 2012 14:45pm","Difference in Ion Balance","0.570","%"
"M36/0473","1204423","11-Oct 2012 14:45pm","Dissolved Oxygen","2.400","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Dissolved Oxygen Saturation","23.000","%"
"M36/0473","1204423","11-Oct 2012 14:45pm","E. coli","<1","MPN/100mL"
"M36/0473","1204423","11-Oct 2012 14:45pm","Hardness, Total","45.000","g/m3 as CaCO3"
"M36/0473","1204423","11-Oct 2012 14:45pm","Iron, Dissolved","<0.020","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Magnesium, Dissolved","3.630","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Manganese, Dissolved","<0.0005","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Nitrate Nitrogen","0.420","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","pH","7.9",""
"M36/0473","1204423","11-Oct 2012 14:45pm","pH (Field)","7.70",""
"M36/0473","1204423","11-Oct 2012 14:45pm","Potassium, Dissolved","0.958","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Silica, Reactive","18.000","mg/L  as SiO2"
"M36/0473","1204423","11-Oct 2012 14:45pm","Sodium, Dissolved","8.970","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Sulphate","1.700","mg/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Sum of anions","1.305","meq/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Sum of cations","1.320","meq/L"
"M36/0473","1204423","11-Oct 2012 14:45pm","Total Coliforms","<1.00","number/100mL"
"M36/0473","1204423","11-Oct 2012 14:45pm","Water Temperature (Field)","12.7","C"
"M36/0473","1105358","12-Oct 2011 10:00am","Alkalinity to pH 4.5 as HCO3","66.000","mg/L  as HCO3"
"M36/0473","1105358","12-Oct 2011 10:00am","Ammoniacal Nitrogen","0.008","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Calcium, Dissolved","12.000","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Chloride","5.800","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Conductivity","12.0","mS/m"
"M36/0473","1105358","12-Oct 2011 10:00am","Conductivity (Field)","12.80","mS/m"
"M36/0473","1105358","12-Oct 2011 10:00am","Difference in Ion Balance","-0.850","%"
"M36/0473","1105358","12-Oct 2011 10:00am","Dissolved Oxygen","2.400","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Dissolved Oxygen Saturation","23.000","%"
"M36/0473","1105358","12-Oct 2011 10:00am","E. coli","<1","MPN/100mL"
"M36/0473","1105358","12-Oct 2011 10:00am","Hardness, Total","44.000","g/m3 as CaCO3"
"M36/0473","1105358","12-Oct 2011 10:00am","Iron, Dissolved","<0.020","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Magnesium, Dissolved","3.500","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Manganese, Dissolved","<0.0005","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Nitrate Nitrogen","0.400","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","pH","8.0",""
"M36/0473","1105358","12-Oct 2011 10:00am","pH (Field)","7.50",""
"M36/0473","1105358","12-Oct 2011 10:00am","Potassium, Dissolved","0.960","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Silica, Reactive","19.000","mg/L  as SiO2"
"M36/0473","1105358","12-Oct 2011 10:00am","Sodium, Dissolved","8.900","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Sulphate","2.100","mg/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Sum of anions","1.318","meq/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Sum of cations","1.296","meq/L"
"M36/0473","1105358","12-Oct 2011 10:00am","Total Coliforms","<1.00","number/100mL"
"M36/0473","1105358","12-Oct 2011 10:00am","Water Temperature (Field)","12.6","C"
"M36/0473","1005551","16-Nov 2010 11:05am","Alkalinity to pH 4.5 as HCO3","64.000","mg/L  as HCO3"
"M36/0473","1005551","16-Nov 2010 11:05am","Ammoniacal Nitrogen","0.017","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Calcium, Dissolved","13.000","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Chloride","5.900","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Conductivity","13.0","mS/m"
"M36/0473","1005551","16-Nov 2010 11:05am","Conductivity (Field)","12.60","mS/m"
"M36/0473","1005551","16-Nov 2010 11:05am","Difference in Ion Balance","2.700","%"
"M36/0473","1005551","16-Nov 2010 11:05am","Dissolved Oxygen","2.400","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Dissolved Oxygen Saturation","22.000","%"
"M36/0473","1005551","16-Nov 2010 11:05am","E. coli","<1","MPN/100mL"
"M36/0473","1005551","16-Nov 2010 11:05am","Hardness, Total","48.000","g/m3 as CaCO3"
"M36/0473","1005551","16-Nov 2010 11:05am","Iron, Dissolved","<0.002","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Magnesium, Dissolved","3.800","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Manganese, Dissolved","<0.0020","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Nitrate Nitrogen","0.500","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","pH","7.9",""
"M36/0473","1005551","16-Nov 2010 11:05am","pH (Field)","7.70",""
"M36/0473","1005551","16-Nov 2010 11:05am","Potassium, Dissolved","0.950","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Silica, Reactive","18.000","mg/L  as SiO2"
"M36/0473","1005551","16-Nov 2010 11:05am","Sodium, Dissolved","8.900","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Sulphate","2.200","mg/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Sum of anions","1.297","meq/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Sum of cations","1.370","meq/L"
"M36/0473","1005551","16-Nov 2010 11:05am","Total Coliforms","<1.00","number/100mL"
"M36/0473","1005551","16-Nov 2010 11:05am","Water Temperature (Field)","12.8","C"
"M36/0473","1005550","16-Nov 2010 11:00am","Alkalinity to pH 4.5 as HCO3","64.000","mg/L  as HCO3"
"M36/0473","1005550","16-Nov 2010 11:00am","Ammoniacal Nitrogen","0.014","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Calcium, Dissolved","13.000","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Chloride","5.900","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Conductivity","13.0","mS/m"
"M36/0473","1005550","16-Nov 2010 11:00am","Conductivity (Field)","12.60","mS/m"
"M36/0473","1005550","16-Nov 2010 11:00am","Difference in Ion Balance","2.600","%"
"M36/0473","1005550","16-Nov 2010 11:00am","Dissolved Oxygen","2.400","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Dissolved Oxygen Saturation","22.000","%"
"M36/0473","1005550","16-Nov 2010 11:00am","E. coli","<1","MPN/100mL"
"M36/0473","1005550","16-Nov 2010 11:00am","Hardness, Total","48.000","g/m3 as CaCO3"
"M36/0473","1005550","16-Nov 2010 11:00am","Iron, Dissolved","0.021","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Magnesium, Dissolved","3.800","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Manganese, Dissolved","<0.0020","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Nitrate Nitrogen","0.500","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","pH","7.8",""
"M36/0473","1005550","16-Nov 2010 11:00am","pH (Field)","7.70",""
"M36/0473","1005550","16-Nov 2010 11:00am","Potassium, Dissolved","0.950","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Silica, Reactive","19.000","mg/L  as SiO2"
"M36/0473","1005550","16-Nov 2010 11:00am","Sodium, Dissolved","8.800","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Sulphate","2.200","mg/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Sum of anions","1.297","meq/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Sum of cations","1.366","meq/L"
"M36/0473","1005550","16-Nov 2010 11:00am","Total Coliforms","<1.00","number/100mL"
"M36/0473","1005550","16-Nov 2010 11:00am","Water Temperature (Field)","12.8","C"
"M36/0473","2905689","09-Nov 2009 11:00am","Alkalinity to pH 4.5 as HCO3","70.000","mg/L  as HCO3"
"M36/0473","2905689","09-Nov 2009 11:00am","Ammoniacal Nitrogen","0.009","mg/L"
"M36/0473","2905689","09-Nov 2009 11:00am","Calcium, Dissolved","11.000","mg/L"
"M36/0473","2905689","09-Nov 2009 11:00am","Chloride","5.500","mg/L"
"M36/0473","2905689","09-Nov 2009 11:00am","Conductivity","12.0","mS/m"
