Site ID,M36/0473
"M36/0473","2009483","14-Nov 2000 11:00am","Chloride","5.800","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Conductivity","13.0","mS/m"
"M36/0473","2009483","14-Nov 2000 11:00am","Conductivity (Field)","12.60","mS/m"
"M36/0473","2009483","14-Nov 2000 11:00am","Difference in Ion Balance","-0.700","%"
"M36/0473","2009483","14-Nov 2000 11:00am","E. coli","<1","MPN/100mL"
"M36/0473","2009483","14-Nov 2000 11:00am","Faecal Coliforms","<1","cfu/100mL"
"M36/0473","2009483","14-Nov 2000 11:00am","Hardness, Total","43.000","g/m3 as CaCO3"
"M36/0473","2009483","14-Nov 2000 11:00am","Iron, Total","<0.120","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Magnesium, Total","3.200","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Manganese, Total","<0.04000","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Nitrate Nitrogen","0.400","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","pH","7.9",""
"M36/0473","2009483","14-Nov 2000 11:00am","pH (Field)","7.60",""
"M36/0473","2009483","14-Nov 2000 11:00am","Potassium, Total","0.900","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Silica, Reactive","18.000","mg/L  as SiO2"
"M36/0473","2009483","14-Nov 2000 11:00am","Sodium, Total","8.000","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Sulphate","1.900","mg/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Sum of anions","1.264","meq/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Sum of cations","1.246","meq/L"
"M36/0473","2009483","14-Nov 2000 11:00am","Total Coliforms","<1.00","number/100mL"
"M36/0473","2009483","14-Nov 2000 11:00am","Water Temperature (Field)","12.8","C"
"M36/0473","9902016","14-Oct 1999 09:35am","Alkalinity to pH 4.5 as HCO3","63.000","mg/L  as HCO3"
"M36/0473","9902016","14-Oct 1999 09:35am","Ammoniacal Nitrogen","<0.005","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Arsenic, Total","<0.0020","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Calcium, Total","11.000","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Chloride","5.400","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Conductivity","13.0","mS/m"
"M36/0473","9902016","14-Oct 1999 09:35am","Conductivity (Field)","9.40","mS/m"
"M36/0473","9902016","14-Oct 1999 09:35am","Difference in Ion Balance","-2.500","%"
"M36/0473","9902016","14-Oct 1999 09:35am","Dissolved Oxygen","2.700","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Dissolved Oxygen Saturation","25.000","%"
"M36/0473","9902016","14-Oct 1999 09:35am","E. coli","<1","MPN/100mL"
"M36/0473","9902016","14-Oct 1999 09:35am","Faecal Coliforms","<1","cfu/100mL"
"M36/0473","9902016","14-Oct 1999 09:35am","Hardness, Total","41.000","g/m3 as CaCO3"
"M36/0473","9902016","14-Oct 1999 09:35am","Iron, Total","<0.120","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Magnesium, Total","3.200","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Manganese, Total","<0.04000","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","pH","7.8",""
"M36/0473","9902016","14-Oct 1999 09:35am","pH (Field)","7.80",""
"M36/0473","9902016","14-Oct 1999 09:35am","Potassium, Total","0.860","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Silica, Reactive","19.000","mg/L  as SiO2"
"M36/0473","9902016","14-Oct 1999 09:35am","Sodium, Total","8.000","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Sulphate","1.800","mg/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Sum of anions","1.243","meq/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Sum of cations","1.182","meq/L"
"M36/0473","9902016","14-Oct 1999 09:35am","Total Coliforms","<1.00","number/100mL"
"M36/0473","9902016","14-Oct 1999 09:35am","Water Temperature (Field)","12.0","C"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Alkalinity to pH 4.5 as HCO3","68.000","mg/L  as HCO3"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Ammoniacal Nitrogen","<0.005","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Calcium, Total","13.000","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Chloride","5.500","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Conductivity","13.0","mS/m"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Difference in Ion Balance","0.400","%"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Faecal Coliforms","<1","cfu/100mL"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Hardness, Total","47.000","g/m3 as CaCO3"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Iron, Total","<0.120","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Magnesium, Total","3.500","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Manganese, Total","<0.04000","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Nitrate Nitrogen","0.340","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","pH","7.8",""
"M36/0473","CQ987771","09-Sep 1998 10:00am","Potassium, Total","0.910","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Silica, Reactive","19.000","mg/L  as SiO2"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Sodium, Total","8.900","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Sulphate","2.000","mg/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Sum of anions","1.340","meq/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Sum of cations","1.350","meq/L"
"M36/0473","CQ987771","09-Sep 1998 10:00am","Total Coliforms","<1.00","number/100mL"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Alkalinity to pH 4.5 as HCO3","67.000","mg/L  as HCO3"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Ammoniacal Nitrogen","<0.005","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Calcium","13.000","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Chloride","4.800","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Conductivity","13.0","mS/m"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Difference in Ion Balance","0.000","%"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Faecal Coliforms","<1","cfu/100mL"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Hardness, Total","46.000","g/m3 as CaCO3"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Iron, Total","<0.120","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Magnesium, Total","3.200","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Manganese, Total","<0.04000","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Nitrate Nitrogen","0.310","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Nitrite Nitrogen","<0.005","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","pH","7.7",""
"M36/0473","CQ972460","01-Oct 1997 11:30am","Potassium, Total","0.880","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Silica, Reactive","19.000","mg/L  as SiO2"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Sodium, Total","8.100","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Sulphate","1.800","mg/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Sum of anions","1.290","meq/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Sum of cations","1.290","meq/L"
"M36/0473","CQ972460","01-Oct 1997 11:30am","Total Coliforms","<1.00","number/100mL"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Alkalinity to pH 4.5 as HCO3","65.000","mg/L  as HCO3"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Ammoniacal Nitrogen","0.007","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Calcium","13.000","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Chloride","5.000","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Conductivity","12.5","mS/m"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Difference in Ion Balance","-1.100","%"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Faecal Coliforms","<1","cfu/100mL"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Hardness, Total","45.000","g/m3 as CaCO3"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Iron, Total","<0.120","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Magnesium, Total","3.100","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Manganese, Total","<0.04000","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Nitrate Nitrogen","0.370","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","pH","7.7",""
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Potassium, Total","0.910","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Sodium, Total","8.100","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Sulphate","3.100","mg/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Sum of anions","1.310","meq/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Sum of cations","1.280","meq/L"
"M36/0473","CQ960987","14-Oct 1996 13:30pm","Total Coliforms","<1.00","number/100mL"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Alkalinity to pH 4.5 as HCO3","65.000","mg/L  as HCO3"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Ammoniacal Nitrogen","<0.005","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Calcium","11.000","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Chloride","5.000","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Conductivity","12.0","mS/m"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Difference in Ion Balance","3.500","%"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Faecal Coliforms","<1","cfu/100mL"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Hardness, Total","41.000","g/m3 as CaCO3"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Iron, Total","<0.120","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Magnesium, Total","3.200","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Manganese, Total","<0.04000","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Nitrate Nitrogen","0.400","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","pH","7.8",""
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Potassium, Total","0.900","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Sodium, Total","8.100","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Sulphate","1.900","mg/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Sum of anions","1.270","meq/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Sum of cations","1.190","meq/L"
"M36/0473","CQ954657","18-Sep 1995 14:35pm","Total Coliforms","<1.00","number/100mL"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Alkalinity to pH 4.5 as HCO3","63.000","mg/L  as HCO3"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Ammoniacal Nitrogen","<0.005","mg/L"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Calcium, Dissolved","13.000","mg/L"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Chloride","5.000","mg/L"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Conductivity","12.3","mS/m"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Faecal Coliforms","<1","cfu/100mL"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Hardness, Total","47.000","g/m3 as CaCO3"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Magnesium, Dissolved","3.600","mg/L"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","pH","7.8",""
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Potassium, Dissolved","0.900","mg/L"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Sodium, Dissolved","8.400","mg/L"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Sulphate","<5.000","mg/L"
"M36/0473","CQ941652","28-Sep 1994 14:15pm","Total Coliforms","<1.00","number/100mL"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Alkalinity to pH 4.5 as HCO3","64.000","mg/L  as HCO3"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Calcium, Dissolved","11.000","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Chloride","5.600","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Conductivity","12.5","mS/m"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Faecal Coliforms","0","cfu/100mL"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Free Carbon Dioxide","2.000","g/m3 at 25°;C"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Hardness, Total","41.000","g/m3 as CaCO3"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Iron, Dissolved","<0.100","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Magnesium, Dissolved","3.200","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Manganese, Dissolved","<0.0200","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","pH","7.7",""
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Potassium, Dissolved","0.900","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Sodium, Dissolved","8.500","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Sulphate","2.000","mg/L"
"M36/0473","CQ931429","28-Sep 1993 13:55pm","Total Coliforms","0","number/100mL"
"M36/0473","CQ923050","12-Oct 1992 13:20pm","Chloride","6.000","mg/L"
"M36/0473","CQ923050","12-Oct 1992 13:20pm","Conductivity","12.5","mS/m"
"M36/0473","CQ923050","12-Oct 1992 13:20pm","Faecal Coliforms","0","cfu/100mL"
"M36/0473","CQ923050","12-Oct 1992 13:20pm","Nitrate-N Nitrite-N","0.310","g/m3"
"M36/0473","CQ923050","12-Oct 1992 13:20pm","pH","7.8",""
"M36/0473","CQ923050","12-Oct 1992 13:20pm","Total Coliforms","0","number/100mL"
"M36/0473","CQ910217","01-Oct 1991 13:25pm","Chloride","5.000","mg/L"
"M36/0473","CQ910217","01-Oct 1991 13:25pm","Conductivity","12.2","mS/m"
"M36/0473","CQ910217","01-Oct 1991 13:25pm","Faecal Coliforms","0","cfu/100mL"
"M36/0473","CQ910217","01-Oct 1991 13:25pm","Nitrate-N Nitrite-N","0.260","g/m3"
"M36/0473","CQ910217","01-Oct 1991 13:25pm","pH","7.2",""
"M36/0473","CQ910217","01-Oct 1991 13:25pm","Sulphate","<5.000","mg/L"
"M36/0473","CQ910217","01-Oct 1991 13:25pm","Total Coliforms","0","number/100mL"
"M36/0473","CQ904234","30-Oct 1990 13:20pm","Chloride","6.000","mg/L"
"M36/0473","CQ904234","30-Oct 1990 13:20pm","Conductivity","12.6","mS/m"
"M36/0473","CQ904234","30-Oct 1990 13:20pm","Faecal Coliforms","0","cfu/100mL"
"M36/0473","CQ904234","30-Oct 1990 13:20pm","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","CQ904234","30-Oct 1990 13:20pm","pH","7.9",""
"M36/0473","CQ904234","30-Oct 1990 13:20pm","Sulphate","5.000","mg/L"
"M36/0473","CQ904234","30-Oct 1990 13:20pm","Total Coliforms","0","number/100mL"
"M36/0473","CQ904234","30-Oct 1990 13:20pm","Water Temperature (Field)","13.0","C"
"M36/0473","NCY891288","04-Oct 1989 13:15pm","Chloride","5.000","mg/L"
"M36/0473","NCY891288","04-Oct 1989 13:15pm","Conductivity","12.2","mS/m"
"M36/0473","NCY891288","04-Oct 1989 13:15pm","Faecal Coliforms","0","cfu/100mL"
"M36/0473","NCY891288","04-Oct 1989 13:15pm","Nitrate Nitrogen","0.315","mg/L"
"M36/0473","NCY891288","04-Oct 1989 13:15pm","pH","7.8",""
"M36/0473","NCY891288","04-Oct 1989 13:15pm","Sulphate","0.000","mg/L"
"M36/0473","NCY891288","04-Oct 1989 13:15pm","Total Coliforms","0","number/100mL"
"M36/0473","NCY891288","04-Oct 1989 13:15pm","Water Temperature (Field)","12.0","C"
"M36/0473","NCY881201","08-Nov 1988 13:45pm","Chloride","6.000","mg/L"
"M36/0473","NCY881201","08-Nov 1988 13:45pm","Conductivity","12.3","mS/m"
"M36/0473","NCY881201","08-Nov 1988 13:45pm","Faecal Coliforms","0","cfu/100mL"
"M36/0473","NCY881201","08-Nov 1988 13:45pm","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","NCY881201","08-Nov 1988 13:45pm","pH","7.5",""
"M36/0473","NCY881201","08-Nov 1988 13:45pm","Sulphate","0.000","mg/L"
"M36/0473","NCY881201","08-Nov 1988 13:45pm","Total Coliforms","0","number/100mL"
"M36/0473","NCY881201","08-Nov 1988 13:45pm","Water Temperature (Field)","14.0","C"
"M36/0473","NCY871119","24-Nov 1987 13:15pm","Chloride","6.000","mg/L"
"M36/0473","NCY871119","24-Nov 1987 13:15pm","Conductivity","12.1","mS/m"
"M36/0473","NCY871119","24-Nov 1987 13:15pm","Faecal Coliforms","0","cfu/100mL"
"M36/0473","NCY871119","24-Nov 1987 13:15pm","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","NCY871119","24-Nov 1987 13:15pm","pH","7.3",""
"M36/0473","NCY871119","24-Nov 1987 13:15pm","Sulphate","0.000","mg/L"
"M36/0473","NCY871119","24-Nov 1987 13:15pm","Total Coliforms","0","number/100mL"
"M36/0473","NCY871119","24-Nov 1987 13:15pm","Water Temperature (Field)","13.5","C"
"M36/0473","NCY861575","27-Nov 1986 11:20am","Chloride","5.500","mg/L"
"M36/0473","NCY861575","27-Nov 1986 11:20am","Conductivity","12.7","mS/m"
"M36/0473","NCY861575","27-Nov 1986 11:20am","Faecal Coliforms","0","cfu/100mL"
"M36/0473","NCY861575","27-Nov 1986 11:20am","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","NCY861575","27-Nov 1986 11:20am","pH","7.5",""
"M36/0473","NCY861575","27-Nov 1986 11:20am","Sulphate","0.000","mg/L"
"M36/0473","NCY861575","27-Nov 1986 11:20am","Total Coliforms","0","number/100mL"
"M36/0473","NCY861575","27-Nov 1986 11:20am","Water Temperature (Field)","13.0","C"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Chloride","6.500","mg/L"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Conductivity","10.0","mS/m"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Faecal Coliforms","0","cfu/100mL"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Free Carbon Dioxide","2.000","g/m3 at 25°;C"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Iron, Dissolved","0.000","mg/L"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Manganese, Dissolved","0.0000","mg/L"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","NCY820523","11-Aug 1982 00:00am","pH","7.7",""
"M36/0473","NCY820523","11-Aug 1982 00:00am","Sulphate","1.900","mg/L"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Total Coliforms","0","number/100mL"
"M36/0473","NCY820523","11-Aug 1982 00:00am","Water Temperature (Field)","12.0","C"
"M36/0473","NCY790386","22-May 1979 00:00am","Chloride","5.500","mg/L"
"M36/0473","NCY790386","22-May 1979 00:00am","Conductivity","12.0","mS/m"
"M36/0473","NCY790386","22-May 1979 00:00am","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","NCY790386","22-May 1979 00:00am","Water Temperature (Field)","10.0","C"
"M36/0473","NCY780572","28-Nov 1978 00:00am","Chloride","6.000","mg/L"
"M36/0473","NCY780572","28-Nov 1978 00:00am","Conductivity","12.2","mS/m"
"M36/0473","NCY780572","28-Nov 1978 00:00am","Nitrate Nitrogen","0.300","mg/L"
"M36/0473","NCY780572","28-Nov 1978 00:00am","Water Temperature (Field)","12.0","C"