Site ID,K38/0088
Site Name,Missing Name
Site ID,SampleID,Collection Date,Measurement,Value,Units
"K38/0088","20243483","10-May 2024 08:40am","Conductivity","24.4","mS/m"
"K38/0088","20243483","10-May 2024 08:40am","Conductivity (Field)","23.63","mS/m"
"K38/0088","20243483","10-May 2024 08:40am","Dissolved Organic Carbon","<0.500","mg/L"
"K38/0088","20243483","10-May 2024 08:40am","Dissolved Oxygen","5.730","mg/L"
"K38/0088","20243483","10-May 2024 08:40am","Dissolved Oxygen Saturation","53.800","%"
"K38/0088","20243483","10-May 2024 08:40am","Nitrate Nitrogen","6.400","mg/L"
"K38/0088","20243483","10-May 2024 08:40am","Oxidation Reduction Potential","203.500","mV"
"K38/0088","20243483","10-May 2024 08:40am","pH (Field)","6.11",""
"K38/0088","20243483","10-May 2024 08:40am","Turbidity","0.2","NTU"
"K38/0088","20243483","10-May 2024 08:40am","Water Temperature (Field)","13.2","C"
"K38/0088","20241354","08-Feb 2024 15:30pm","Conductivity","26.0","mS/m"
"K38/0088","20241354","08-Feb 2024 15:30pm","Conductivity (Field)","26.75","mS/m"
"K38/0088","20241354","08-Feb 2024 15:30pm","Dissolved Organic Carbon","0.800","mg/L"
"K38/0088","20241354","08-Feb 2024 15:30pm","Dissolved Oxygen","6.370","mg/L"
"K38/0088","20241354","08-Feb 2024 15:30pm","Dissolved Oxygen Saturation","60.000","%"
"K38/0088","20241354","08-Feb 2024 15:30pm","Nitrate Nitrogen","8.500","mg/L"
"K38/0088","20241354","08-Feb 2024 15:30pm","Oxidation Reduction Potential","277.900","mV"
"K38/0088","20241354","08-Feb 2024 15:30pm","pH (Field)","6.09",""
"K38/0088","20241354","08-Feb 2024 15:30pm","Turbidity","0.2","NTU"
"K38/0088","20241354","08-Feb 2024 15:30pm","Water Temperature (Field)","13.0","C"
"K38/0088","20236156","02-Nov 2023 11:05am","Conductivity","27.7","mS/m"
"K38/0088","20236156","02-Nov 2023 11:05am","Conductivity (Field)","27.45","mS/m"
"K38/0088","20236156","02-Nov 2023 11:05am","Dissolved Organic Carbon","<0.500","mg/L"
"K38/0088","20236156","02-Nov 2023 11:05am","Dissolved Oxygen","5.910","mg/L"
"K38/0088","20236156","02-Nov 2023 11:05am","Dissolved Oxygen Saturation","54.400","%"
"K38/0088","20236156","02-Nov 2023 11:05am","Nitrate Nitrogen","9.200","mg/L"
"K38/0088","20236156","02-Nov 2023 11:05am","Oxidation Reduction Potential","5.850","mV"
"K38/0088","20236156","02-Nov 2023 11:05am","pH (Field)","5.85",""
"K38/0088","20236156","02-Nov 2023 11:05am","Turbidity","0.3","NTU"
"K38/0088","20236156","02-Nov 2023 11:05am","Water Temperature (Field)","11.8","C"
"K38/0088","20234354","06-Jul 2023 11:15am","Conductivity","25.4","mS/m"
"K38/0088","20234354","06-Jul 2023 11:15am","Conductivity (Field)","25.02","mS/m"
"K38/0088","20234354","06-Jul 2023 11:15am","Dissolved Organic Carbon","<0.500","mg/L"
"K38/0088","20234354","06-Jul 2023 11:15am","Dissolved Oxygen","4.530","mg/L"
"K38/0088","20234354","06-Jul 2023 11:15am","Dissolved Oxygen Saturation","42.400","%"
"K38/0088","20234354","06-Jul 2023 11:15am","Nitrate Nitrogen","6.900","mg/L"
"K38/0088","20234354","06-Jul 2023 11:15am","Oxidation Reduction Potential","549.000","mV"
"K38/0088","20234354","06-Jul 2023 11:15am","pH (Field)","6.04",""
"K38/0088","20234354","06-Jul 2023 11:15am","Turbidity","0.3","NTU"
"K38/0088","20234354","06-Jul 2023 11:15am","Water Temperature (Field)","12.7","C"
"K38/0088","20231343","09-Feb 2023 09:50am","Conductivity","27.1","mS/m"
"K38/0088","20231343","09-Feb 2023 09:50am","Conductivity (Field)","25.26","mS/m"
"K38/0088","20231343","09-Feb 2023 09:50am","Dissolved Organic Carbon","1.200","mg/L"
"K38/0088","20231343","09-Feb 2023 09:50am","Dissolved Oxygen","3.360","mg/L"
"K38/0088","20231343","09-Feb 2023 09:50am","Dissolved Oxygen Saturation","31.700","%"
"K38/0088","20231343","09-Feb 2023 09:50am","Nitrate Nitrogen","8.900","mg/L"
"K38/0088","20231343","09-Feb 2023 09:50am","Oxidation Reduction Potential","181.900","mV"
"K38/0088","20231343","09-Feb 2023 09:50am","pH (Field)","5.85",""
"K38/0088","20231343","09-Feb 2023 09:50am","Turbidity","1.6","NTU"
"K38/0088","20231343","09-Feb 2023 09:50am","Water Temperature (Field)","12.8","C"
"K38/0088","20226593","23-Nov 2022 15:45pm","Conductivity","42.0","mS/m"
"K38/0088","20226593","23-Nov 2022 15:45pm","Conductivity (Field)","37.99","mS/m"
"K38/0088","20226593","23-Nov 2022 15:45pm","Dissolved Organic Carbon","2.000","mg/L"
"K38/0088","20226593","23-Nov 2022 15:45pm","Dissolved Oxygen","3.620","mg/L"
"K38/0088","20226593","23-Nov 2022 15:45pm","Dissolved Oxygen Saturation","34.100","%"
"K38/0088","20226593","23-Nov 2022 15:45pm","Nitrate Nitrogen","18.800","mg/L"
"K38/0088","20226593","23-Nov 2022 15:45pm","Oxidation Reduction Potential","214.100","mV"
"K38/0088","20226593","23-Nov 2022 15:45pm","pH (Field)","5.72",""
"K38/0088","20226593","23-Nov 2022 15:45pm","Turbidity","0.7","NTU"
"K38/0088","20226593","23-Nov 2022 15:45pm","Water Temperature (Field)","11.7","C"
"K38/0088","20225620","27-Sep 2022 13:33pm","Conductivity","52.8","mS/m"
"K38/0088","20225620","27-Sep 2022 13:33pm","Conductivity (Field)","53.90","mS/m"
"K38/0088","20225620","27-Sep 2022 13:33pm","Dissolved Organic Carbon","1.600","mg/L"
"K38/0088","20225620","27-Sep 2022 13:33pm","Dissolved Oxygen","3.940","mg/L"
"K38/0088","20225620","27-Sep 2022 13:33pm","Dissolved Oxygen Saturation","47.800","%"
"K38/0088","20225620","27-Sep 2022 13:33pm","Nitrate Nitrogen","26.000","mg/L"
"K38/0088","20225620","27-Sep 2022 13:33pm","Oxidation Reduction Potential","155.700","mV"
"K38/0088","20225620","27-Sep 2022 13:33pm","pH (Field)","5.68",""
"K38/0088","20225620","27-Sep 2022 13:33pm","Turbidity","1.6","NTU"
"K38/0088","20225620","27-Sep 2022 13:33pm","Water Temperature (Field)","11.8","C"
"K38/0088","20224119","23-Jun 2022 09:56am","Conductivity","27.0","mS/m"
"K38/0088","20224119","23-Jun 2022 09:56am","Conductivity (Field)","24.00","mS/m"
"K38/0088","20224119","23-Jun 2022 09:56am","Dissolved Organic Carbon","2.700","mg/L"
"K38/0088","20224119","23-Jun 2022 09:56am","Dissolved Oxygen","3.070","mg/L"
"K38/0088","20224119","23-Jun 2022 09:56am","Dissolved Oxygen Saturation","28.500","%"
"K38/0088","20224119","23-Jun 2022 09:56am","Nitrate Nitrogen","7.600","mg/L"
"K38/0088","20224119","23-Jun 2022 09:56am","Oxidation Reduction Potential","208.400","mV"
"K38/0088","20224119","23-Jun 2022 09:56am","pH (Field)","5.92",""
"K38/0088","20224119","23-Jun 2022 09:56am","Turbidity","2.1","NTU"
"K38/0088","20224119","23-Jun 2022 09:56am","Water Temperature (Field)","12.8","C"
"K38/0088","20223013","07-Apr 2022 09:50am","Conductivity","35.4","mS/m"
"K38/0088","20223013","07-Apr 2022 09:50am","Dissolved Organic Carbon","1.700","mg/L"
"K38/0088","20223013","07-Apr 2022 09:50am","Nitrate Nitrogen","16.000","mg/L"
"K38/0088","20223013","07-Apr 2022 09:50am","Turbidity","0.3","NTU"
"K38/0088","20220220","13-Jan 2022 11:30am","Conductivity","35.4","mS/m"
"K38/0088","20220220","13-Jan 2022 11:30am","Nitrate Nitrogen","15.600","mg/L"
"K38/0088","20220220","13-Jan 2022 11:30am","Total Organic Carbon","1.500","mg/L"
"K38/0088","20220220","13-Jan 2022 11:30am","Turbidity","0.1","NTU"
"K38/0088","20215941","07-Oct 2021 09:00am","Conductivity","29.9","mS/m"
"K38/0088","20215941","07-Oct 2021 09:00am","Conductivity (Field)","28.05","mS/m"
"K38/0088","20215941","07-Oct 2021 09:00am","Dissolved Oxygen","3.130","mg/L"
"K38/0088","20215941","07-Oct 2021 09:00am","Dissolved Oxygen Saturation","29.000","%"
"K38/0088","20215941","07-Oct 2021 09:00am","Nitrate Nitrogen","10.300","mg/L"
"K38/0088","20215941","07-Oct 2021 09:00am","Oxidation Reduction Potential","340.800","mV"
"K38/0088","20215941","07-Oct 2021 09:00am","pH (Field)","5.96",""
"K38/0088","20215941","07-Oct 2021 09:00am","Total Organic Carbon","1.800","mg/L"
"K38/0088","20215941","07-Oct 2021 09:00am","Turbidity","0.4","NTU"
"K38/0088","20215941","07-Oct 2021 09:00am","Water Temperature (Field)","11.5","C"
"K38/0088","20214405","21-Jun 2021 13:30pm","Alkalinity, Total","38.0","g/m3 as CaCO3"
"K38/0088","20214405","21-Jun 2021 13:30pm","Bicarbonate","46.000","mg/L  at 25°C"
"K38/0088","20214405","21-Jun 2021 13:30pm","Calcium, Dissolved","34.000","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Chloride","18.800","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Conductivity","35.4","mS/m"
"K38/0088","20214405","21-Jun 2021 13:30pm","Conductivity (Field)","34.19","mS/m"
"K38/0088","20214405","21-Jun 2021 13:30pm","Difference in Ion Balance","<0.100","%"
"K38/0088","20214405","21-Jun 2021 13:30pm","Dissolved Oxygen","4.500","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Dissolved Oxygen Saturation","42.900","%"
"K38/0088","20214405","21-Jun 2021 13:30pm","E. coli","1","MPN/100mL"
"K38/0088","20214405","21-Jun 2021 13:30pm","Hardness, Total","126.000","g/m3 as CaCO3"
"K38/0088","20214405","21-Jun 2021 13:30pm","Magnesium, Dissolved","10.100","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Nitrate Nitrogen","16.100","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Oxidation Reduction Potential","280.500","mV"
"K38/0088","20214405","21-Jun 2021 13:30pm","pH","6.8",""
"K38/0088","20214405","21-Jun 2021 13:30pm","pH (Field)","6.01",""
"K38/0088","20214405","21-Jun 2021 13:30pm","Potassium, Dissolved","2.900","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Silica, Reactive","13.600","mg/L  as SiO2"
"K38/0088","20214405","21-Jun 2021 13:30pm","Sodium, Dissolved","13.700","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Sulphate","37.000","mg/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Sum of anions","3.200","meq/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Sum of cations","3.200","meq/L"
"K38/0088","20214405","21-Jun 2021 13:30pm","Total Coliforms","1730","number/100mL"
"K38/0088","20214405","21-Jun 2021 13:30pm","Water Temperature (Field)","13.3","C"
"K38/0088","20213465","29-Apr 2021 11:30am","Nitrate Nitrogen","5.300","mg/L"
"K38/0088","20213465","29-Apr 2021 11:30am","Nitrate-N + Nitrite-N, Solid","5.3","mg/kg dry wt"
"K38/0088","20213465","29-Apr 2021 11:30am","Nitrite-N, Solid","<0.0","mg/kg dry wt"
"K38/0088","20213465","29-Apr 2021 11:30am","Water Temperature (Field)","13.1","C"
"K38/0088","20213168","08-Apr 2021 11:19am","Aluminium, Dissolved","0.027","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Ammoniacal Nitrogen","<0.010","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Conductivity (Field)","22.56","mS/m"
"K38/0088","20213168","08-Apr 2021 11:19am","Dissolved Oxygen","5.810","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Dissolved Oxygen Saturation","55.500","%"
"K38/0088","20213168","08-Apr 2021 11:19am","Dissolved Reactive Phosphorus","0.1460","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Fluoride","0.720","g/m3"
"K38/0088","20213168","08-Apr 2021 11:19am","Iron, Dissolved","<0.020","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Manganese, Dissolved","0.0016","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Nitrate Nitrogen","5.900","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Nitrate-N Nitrite-N","5.900","g/m3"
"K38/0088","20213168","08-Apr 2021 11:19am","Nitrite Nitrogen","<0.002","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Oxidation Reduction Potential","117.700","mV"
"K38/0088","20213168","08-Apr 2021 11:19am","pH","6.9",""
"K38/0088","20213168","08-Apr 2021 11:19am","pH (Field)","5.77",""
"K38/0088","20213168","08-Apr 2021 11:19am","Sulphate","18.500","mg/L"
"K38/0088","20213168","08-Apr 2021 11:19am","Water Temperature (Field)","13.4","C"
"K38/0088","20194624","30-Jul 2019 15:55pm","Alkalinity, Total","40.0","g/m3 as CaCO3"
"K38/0088","20194624","30-Jul 2019 15:55pm","Aluminium, Dissolved","0.130","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Ammoniacal Nitrogen","<0.010","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Arsenic, Dissolved","<0.0010","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Bicarbonate","49.000","mg/L  at 25°C"
"K38/0088","20194624","30-Jul 2019 15:55pm","Boron, Dissolved","0.045","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Bromide","<0.050","g/m3"
"K38/0088","20194624","30-Jul 2019 15:55pm","Cadmium, Dissolved","<0.00005","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Calcium, Dissolved","27.000","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Chloride","14.000","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Conductivity","27.7","mS/m"
"K38/0088","20194624","30-Jul 2019 15:55pm","Conductivity (Field)","26.67","mS/m"
"K38/0088","20194624","30-Jul 2019 15:55pm","Copper, Dissolved","0.0011","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Difference in Ion Balance","3.000","%"
"K38/0088","20194624","30-Jul 2019 15:55pm","Dissolved Organic Carbon","1.900","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Dissolved Oxygen","3.700","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Dissolved Oxygen Saturation","34.700","%"
"K38/0088","20194624","30-Jul 2019 15:55pm","Dissolved Reactive Phosphorus","0.1610","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","E. coli","1","MPN/100mL"
"K38/0088","20194624","30-Jul 2019 15:55pm","Fluoride","0.980","g/m3"
"K38/0088","20194624","30-Jul 2019 15:55pm","Hardness, Total","98.000","g/m3 as CaCO3"
"K38/0088","20194624","30-Jul 2019 15:55pm","Iron, Dissolved","<0.020","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Magnesium, Dissolved","7.700","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Manganese, Dissolved","0.0038","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Nitrate Nitrogen","9.100","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Nitrate-N Nitrite-N","9.100","g/m3"
"K38/0088","20194624","30-Jul 2019 15:55pm","Nitrite Nitrogen","<0.002","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Oxidation Reduction Potential","47.100","mV"
"K38/0088","20194624","30-Jul 2019 15:55pm","pH","6.6",""
"K38/0088","20194624","30-Jul 2019 15:55pm","pH (Field)","5.94",""
"K38/0088","20194624","30-Jul 2019 15:55pm","Potassium, Dissolved","2.800","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Silica, Reactive","14.500","mg/L  as SiO2"
"K38/0088","20194624","30-Jul 2019 15:55pm","Sodium, Dissolved","12.100","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Sulphate","27.000","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Sum of anions","2.400","meq/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Sum of cations","2.600","meq/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Total Coliforms","1410","number/100mL"
"K38/0088","20194624","30-Jul 2019 15:55pm","Total Dissolved Nitrogen","8.700","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Total Dissolved Phosphorus","0.156","mg/L"
"K38/0088","20194624","30-Jul 2019 15:55pm","Water Temperature (Field)","11.7","C"
"K38/0088","20194624","30-Jul 2019 15:55pm","Zinc, Dissolved","0.007","mg/L"
"K38/0088","MCON15338","04-Sep 2013 10:30am","Aluminium","0.225","mg/L"
"K38/0088","MCON15338","04-Sep 2013 10:30am","Ammoniacal Nitrogen","<0.010","mg/L"
"K38/0088","MCON15338","04-Sep 2013 10:30am","Chloride","19.000","mg/L"
"K38/0088","MCON15338","04-Sep 2013 10:30am","Dissolved Reactive Phosphorus","0.1270","mg/L"
"K38/0088","MCON15338","04-Sep 2013 10:30am","Fluoride","1.140","g/m3"
"K38/0088","MCON15338","04-Sep 2013 10:30am","Nitrate-N Nitrite-N","24.700","g/m3"
"K38/0088","MCON15338","04-Sep 2013 10:30am","pH (Field)","5.90",""
"K38/0088","MCON15338","04-Sep 2013 10:30am","Sulphate-S","20.300","mg/L"
"K38/0088","MCON15338","04-Sep 2013 10:30am","Water Temperature (Field)","13.3","C"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Aluminium","0.177","mg/L"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Ammoniacal Nitrogen","0.020","mg/L"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Chloride","13.000","mg/L"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Dissolved Reactive Phosphorus","0.1960","mg/L"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Fluoride","1.080","g/m3"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Nitrate-N Nitrite-N","7.710","g/m3"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","pH (Field)","6.30",""
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Sulphate-S","10.100","mg/L"
"K38/0088","MCON15329","06-Mar 2013 16:00pm","Water Temperature (Field)","10.4","C"
"K38/0088","MCON15320","17-Dec 2012 11:20am","Aluminium","0.242","mg/L"
"K38/0088","MCON15320","17-Dec 2012 11:20am","Ammoniacal Nitrogen","0.010","mg/L"
"K38/0088","MCON15320","17-Dec 2012 11:20am","Chloride","23.000","mg/L"
"K38/0088","MCON15320","17-Dec 2012 11:20am","Dissolved Reactive Phosphorus","0.1220","mg/L"
"K38/0088","MCON15320","17-Dec 2012 11:20am","Fluoride","1.000","g/m3"
"K38/0088","MCON15320","17-Dec 2012 11:20am","Nitrate-N Nitrite-N","20.900","g/m3"
"K38/0088","MCON15320","17-Dec 2012 11:20am","pH (Field)","6.00",""
"K38/0088","MCON15320","17-Dec 2012 11:20am","Sulphate-S","23.500","mg/L"
"K38/0088","MCON15320","17-Dec 2012 11:20am","Water Temperature (Field)","22.6","C"
"K38/0088","SCY930397","05-May 1993 17:00pm","Alachlor","<0.030000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Atrazine","0.040000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Azinphos-methyl","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Bromacil","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Chloride","18.000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Chlorpyrifos","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Conductivity","37.6","mS/m"
"K38/0088","SCY930397","05-May 1993 17:00pm","Cyanazine","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Diazinon","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Diuron","<0.100000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Fluoride","2.000","g/m3"
"K38/0088","SCY930397","05-May 1993 17:00pm","Hexazinone","<0.020000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Linuron","<0.030000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Metribuzin","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Nitrate Nitrogen","14.000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Oxyfluorfen","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Pendimethalin","<0.020000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","pH","6.1",""
"K38/0088","SCY930397","05-May 1993 17:00pm","Phorate sulfoxide","<0.020","ug/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Phorate sulphone","<0.010","ug/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Pirimiphos-methyl","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Procymidone","<0.010000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Simazine","0.070000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Sulphate","81.000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Terbuthylazine","<0.020000","mg/L"
"K38/0088","SCY930397","05-May 1993 17:00pm","Vinclozolin","<0.020000","mg/L"